p1,p2
474,730
474,967
475,534
475,557
475,558
475,730
475,967
476,557
478,534
478,632
479,483
479,967
480,534
480,967
482,534
482,632
482,967
483,487
483,588
483,690
483,693
483,694
483,699
483,700
483,705
483,708
483,709
483,725
483,727
484,534
486,534
486,714
486,730
486,967
487,688
488,509
488,534
488,550
488,619
489,534
489,632
490,534
490,632
491,693
491,694
491,792
492,639
492,680
492,792
492,894
493,534
494,534
494,632
495,534
496,534
497,639
497,642
497,792
498,639
498,640
498,641
498,642
498,792
499,534
499,967
500,534
500,632
501,534
502,534
503,534
503,967
504,534
504,632
505,534
505,632
506,534
506,632
507,680
507,792
508,514
508,538
508,641
508,693
508,791
508,792
508,809
508,810
509,510
509,534
509,627
509,628
509,641
509,642
509,680
509,693
509,694
509,791
509,792
509,809
509,810
509,879
509,880
509,894
510,534
510,641
510,642
510,673
510,674
510,680
510,693
510,694
510,791
510,792
510,809
510,810
510,879
510,880
510,894
511,534
511,632
511,637
511,638
512,534
512,619
512,638
512,642
512,682
513,538
513,641
513,680
513,693
513,791
513,792
513,810
514,640
514,641
514,642
514,645
514,732
514,791
514,792
514,915
515,639
515,641
515,642
515,792
516,639
516,642
516,792
517,534
517,632
518,534
518,632
519,534
519,967
520,534
520,557
520,558
520,730
520,967
521,534
521,557
521,558
521,624
521,730
521,810
525,534
525,632
527,534
527,632
528,534
528,632
528,967
529,534
529,632
530,619
530,632
532,534
534,535
534,536
534,541
534,542
534,543
534,544
534,545
534,547
534,548
534,549
534,555
534,556
534,557
534,558
534,619
534,620
534,621
534,622
534,623
534,624
534,625
534,626
534,627
534,628
534,634
534,636
534,637
534,638
534,641
534,642
534,644
534,647
534,648
534,649
534,650
534,651
534,672
534,682
534,730
535,967
536,632
537,641
537,642
537,732
537,792
537,880
537,894
538,641
538,642
538,645
538,732
538,792
538,879
538,880
539,640
539,641
539,642
539,792
540,640
540,641
540,642
540,680
540,792
541,967
542,632
543,967
544,967
545,632
545,967
551,639
551,642
551,792
552,639
552,642
552,792
555,632
555,967
556,632
556,967
557,560
557,632
557,643
558,632
561,562
562,791
562,795
562,809
562,955
562,967
562,976
562,1012
563,803
563,967
563,999
564,803
564,999
566,967
569,642
569,791
569,809
569,879
569,880
569,894
569,916
570,642
570,791
570,792
570,809
570,879
570,880
570,916
570,1004
573,967
574,967
575,967
576,967
577,792
578,585
578,642
578,673
578,679
578,694
578,731
578,792
578,894
578,915
579,580
579,693
579,694
579,791
579,967
580,731
580,792
580,967
584,692
584,709
584,967
585,586
585,693
585,694
585,791
585,792
585,810
586,792
588,598
588,967
591,967
592,967
593,792
593,967
598,690
598,693
598,694
598,700
598,705
598,708
598,709
598,725
599,976
600,976
601,602
601,792
602,693
602,719
602,791
602,792
602,809
602,810
602,976
603,976
604,976
606,976
607,976
609,993
610,730
610,780
610,792
610,800
610,988
610,990
613,976
614,967
615,976
616,976
619,641
619,649
619,714
619,730
619,831
619,857
619,967
619,976
620,730
621,967
622,632
624,632
625,632
625,642
626,632
626,641
626,642
627,641
627,642
627,673
627,674
627,680
627,693
627,694
627,791
627,792
627,809
627,810
627,879
627,880
627,894
628,641
628,642
628,673
628,674
628,680
628,693
628,694
628,791
628,792
628,809
628,810
628,879
628,880
628,894
632,636
632,641
632,642
632,647
632,648
632,649
632,672
632,680
632,780
632,792
632,967
632,976
634,780
634,967
636,780
636,967
637,730
637,967
638,730
638,967
639,641
639,642
639,655
639,656
639,693
639,694
639,791
639,792
639,809
639,810
639,879
639,880
639,924
640,641
640,656
640,693
640,791
640,792
640,809
640,810
640,879
640,880
641,645
641,673
641,674
641,680
641,714
641,730
641,732
641,780
641,894
641,915
641,916
641,924
641,967
642,673
642,674
642,680
642,714
642,719
642,730
642,732
642,780
642,894
642,915
642,924
642,967
642,976
642,1016
645,680
645,693
645,791
645,792
645,810
645,924
646,680
646,792
646,915
646,924
650,780
650,967
651,894
653,792
653,894
654,842
655,780
655,792
655,967
656,756
656,846
656,879
656,880
656,894
661,967
663,967
664,967
667,792
668,792
670,780
670,967
673,674
673,694
673,791
673,792
673,809
673,810
673,879
673,880
673,894
674,693
674,694
674,791
674,792
674,809
674,810
674,879
674,880
674,894
679,680
679,693
679,694
679,791
679,792
679,810
680,694
680,756
680,791
680,809
680,810
680,879
680,880
680,894
680,915
680,916
682,714
682,730
682,967
682,976
683,693
683,967
684,967
688,967
693,697
693,698
693,723
693,731
693,732
693,756
693,777
693,778
693,780
693,782
693,823
693,846
693,894
693,915
693,916
693,967
694,697
694,731
694,756
694,777
694,780
694,880
694,894
694,915
694,916
694,967
697,705
697,708
697,967
697,976
698,699
700,721
700,967
701,967
702,967
710,967
711,727
712,727
712,967
719,720
719,792
719,894
719,915
720,792
720,976
723,967
723,976
724,967
725,967
731,791
731,792
731,810
731,894
732,791
732,792
732,809
732,810
739,967
740,792
740,894
744,894
745,759
745,760
745,762
745,842
745,863
745,967
746,759
746,762
746,842
746,967
747,842
748,762
748,842
748,967
749,842
749,967
750,762
750,842
750,967
751,752
751,842
752,762
752,840
752,842
752,849
752,857
752,967
752,976
753,842
755,756
755,792
756,791
756,792
756,809
756,810
756,824
756,845
756,879
756,880
756,947
757,842
758,762
758,842
759,762
759,842
759,851
759,852
759,967
759,976
760,762
760,842
760,851
760,967
761,842
762,830
762,831
762,837
762,838
762,840
762,841
762,849
762,852
762,855
762,861
763,842
765,842
766,842
767,967
767,976
768,842
769,967
770,967
771,967
772,792
772,894
774,967
776,803
776,967
776,999
777,791
777,792
777,809
777,879
777,880
777,1016
778,780
778,792
778,810
778,924
778,967
780,782
780,784
780,791
780,792
780,809
780,879
780,880
780,922
780,923
780,924
780,948
780,965
780,969
780,970
781,791
781,792
781,809
781,879
781,880
781,1016
782,791
782,792
782,810
782,923
782,924
782,967
782,970
783,791
783,792
783,809
783,879
783,880
783,1016
784,792
784,967
785,967
786,792
786,894
788,792
788,894
790,792
790,894
791,803
791,823
791,846
791,894
791,912
791,915
791,916
791,921
791,922
791,967
791,999
791,1003
791,1004
791,1016
791,1030
792,823
792,824
792,845
792,846
792,853
792,854
792,891
792,892
792,893
792,894
792,915
792,916
792,921
792,922
792,923
792,924
792,935
792,936
792,947
792,948
792,949
792,950
792,967
792,969
792,970
792,989
792,1003
792,1004
792,1015
792,1016
792,1025
792,1026
792,1029
792,1030
794,894
795,803
795,999
796,894
798,894
799,803
799,999
800,894
801,967
802,967
803,809
803,867
803,871
803,879
803,880
803,890
803,895
803,896
803,897
803,898
803,907
803,933
803,939
803,955
803,1000
803,1012
803,1017
803,1027
804,894
806,894
807,967
808,894
809,846
809,894
809,915
809,916
809,967
809,999
809,1003
809,1004
809,1016
809,1030
810,823
810,846
810,915
810,916
810,922
810,924
810,948
810,949
810,950
810,958
810,1003
810,1004
812,894
814,894
815,967
816,894
821,842
821,967
822,842
823,824
824,846
828,842
828,967
829,842
830,842
831,842
831,863
831,967
832,842
832,967
833,967
833,976
834,842
835,842
835,967
836,842
837,967
837,976
838,842
838,967
838,976
840,842
840,863
841,863
842,843
842,844
842,847
842,848
842,849
842,850
842,851
842,852
842,855
842,856
842,857
842,860
842,861
842,862
842,973
842,974
842,975
842,977
842,978
842,979
842,980
842,981
842,982
842,983
842,984
845,846
847,967
849,863
852,967
855,967
857,863
865,967
867,999
871,999
872,967
874,967
876,967
877,967
879,894
879,915
879,916
879,924
879,967
879,999
879,1004
879,1005
879,1015
879,1016
879,1029
879,1030
880,894
880,915
880,916
880,967
880,999
880,1004
880,1005
880,1015
880,1016
880,1029
880,1030
881,897
881,898
883,967
883,1017
884,967
884,1017
888,967
890,999
893,915
893,967
894,918
894,919
894,920
894,925
894,926
894,928
894,931
894,932
894,934
894,935
894,936
894,937
894,938
894,940
894,942
894,943
894,944
894,945
894,946
894,949
894,950
894,951
894,952
894,953
894,954
894,956
894,957
894,959
894,960
894,961
894,962
894,963
894,964
894,966
894,971
894,972
894,1015
896,967
896,999
897,999
898,999
907,999
908,967
911,912
911,967
914,967
915,917
915,921
915,947
915,1003
915,1024
915,1025
915,1026
916,947
916,1015
916,1025
916,1026
916,1029
922,924
922,967
923,967
924,967
925,940
932,958
933,999
939,999
948,967
955,999
958,967
967,969
967,970
967,974
967,975
967,982
967,986
967,989
967,994
967,1007
967,1009
967,1010
967,1019
967,1020
967,1022
967,1027
976,987
976,993
976,994
976,995
976,996
976,997
997,998
999,1012
999,1017
999,1027
1004,1016
1012,1030
1016,1030
