p1,p2,distance,similarity
783,1145,0.6626506024,0.6107570491
784,1146,0.6804609743,0.6271726535
783,1722,0.6846516501,0.6310351487
784,1721,0.7029858565,0.6479335651
792,916,0.4683080147,0.6042873696
791,967,0.7255107386,0.6686944766
792,1277,0.6589837611,0.6073773658
791,1391,0.7145102148,0.6585554268
791,1439,0.7003666841,0.6455195056
792,1721,0.4735463594,0.6110467362
809,967,0.6616029335,0.6097914253
810,968,0.6904138292,0.6363460796
809,1391,0.6511262441,0.6001351873
810,1392,0.6794133054,0.6262070297
810,1440,0.6647459403,0.6126882966
823,894,0.6799371399,0.6266898416
823,1145,0.6788894709,0.6257242178
823,1722,0.7008905186,0.6460023175
824,1721,0.6663174437,0.6141367323
823,1881,0.6914614982,0.6373117034
824,1882,0.6532215820,0.6020664349
845,894,0.6553169199,0.6039976825
846,893,0.6710319539,0.6184820394
845,1145,0.6537454164,0.6025492468
846,1146,0.6699842850,0.6175164156
845,1722,0.6762702986,0.6233101584
846,1721,0.6914614982,0.6373117034
845,1881,0.6642221058,0.6122054847
846,1882,0.6825563122,0.6291039011
853,894,0.6966998428,0.6421398223
854,893,0.7155578837,0.6595210506
853,1145,0.6951283394,0.6406913866
854,1146,0.7139863803,0.6580726149
853,1722,0.7176532216,0.6614522982
854,1721,0.7365112624,0.6788335265
853,1881,0.7066526977,0.6513132484
854,1882,0.7255107386,0.6686944766
879,967,0.6809848088,0.6276554654
880,968,0.7056050288,0.6503476246
879,1391,0.6710319539,0.6184820394
880,1392,0.6956521739,0.6411741985
879,1439,0.6568884233,0.6054461182
880,1440,0.6815086433,0.6281382773
893,894,0.6909376637,0.6368288915
894,915,0.7228915663,0.6662804171
894,922,0.6574122577,0.6059289301
894,948,0.6553169199,0.6039976825
894,1003,0.6553169199,0.6039976825
894,1015,0.6746987952,0.6218617227
894,1026,0.6867469880,0.6329663963
894,1025,0.6574122577,0.6059289301
894,1030,0.6642221058,0.6122054847
894,1029,0.6532215820,0.6020664349
894,1052,0.7066526977,0.6513132484
894,1051,0.6977475118,0.6431054461
894,1078,0.6705081194,0.6179992275
894,1097,0.6762702986,0.6233101584
893,1145,0.6893661603,0.6353804558
894,1145,0.6626506024,0.6107570491
894,1150,0.6595075956,0.6078601777
894,1149,0.7349397590,0.6773850908
894,1162,0.7160817182,0.6600038625
894,1161,0.7160817182,0.6600038625
894,1168,0.6673651126,0.6151023561
894,1167,0.6595075956,0.6078601777
894,1192,0.6888423258,0.6348976439
894,1193,0.7443687795,0.6860757049
894,1224,0.7061288633,0.6508304365
894,1266,0.6726034573,0.6199304751
894,1318,0.6616029335,0.6097914253
894,1317,0.6788894709,0.6257242178
894,1395,0.6579360922,0.6064117420
894,1401,0.7087480356,0.6532444959
894,1416,0.6652697748,0.6131711085
894,1415,0.6909376637,0.6368288915
894,1432,0.6699842850,0.6175164156
894,1431,0.6563645888,0.6049633063
894,1442,0.6600314301,0.6083429896
894,1464,0.6579360922,0.6064117420
894,1528,0.6710319539,0.6184820394
894,1527,0.6678889471,0.6155851680
894,1534,0.6684127816,0.6160679799
894,1536,0.6809848088,0.6276554654
894,1535,0.6621267679,0.6102742372
894,1586,0.6987951807,0.6440710699
894,1585,0.7333682556,0.6759366551
894,1619,0.5578837087,0.6170336037
894,1624,0.6977475118,0.6431054461
894,1680,0.7197485595,0.6633835458
894,1686,0.6595075956,0.6078601777
894,1685,0.6778418020,0.6247585941
894,1696,0.7171293871,0.6609694863
894,1704,0.6904138292,0.6363460796
894,1703,0.6914614982,0.6373117034
894,1712,0.6883184914,0.6344148320
894,1711,0.6893661603,0.6353804558
894,1714,0.6830801467,0.6295867130
894,1713,0.6746987952,0.6218617227
894,1716,0.7187008905,0.6624179220
894,1715,0.6820324777,0.6286210892
894,1717,0.6631744369,0.6112398610
894,1719,0.7082242012,0.6527616840
893,1722,0.7118910424,0.6561413673
894,1759,0.6542692509,0.6030320587
894,1844,0.6804609743,0.6271726535
894,1857,0.6532215820,0.6020664349
894,1932,0.6919853326,0.6377945153
894,1931,0.6526977475,0.6015836230
894,1950,0.7014143531,0.6464851294
894,1949,0.7071765322,0.6517960603
894,1972,0.6558407543,0.6044804944
894,1984,0.6631744369,0.6112398610
894,1983,0.6600314301,0.6083429896
894,1990,0.7124148769,0.6566241792
894,1989,0.6836039811,0.6300695249
894,1998,0.7066526977,0.6513132484
916,1146,0.7218438973,0.6653147934
915,1620,0.5568360398,0.6158748552
916,1721,0.7433211105,0.6851100811
921,1145,0.6558407543,0.6044804944
921,1722,0.6783656365,0.6252414059
922,1721,0.6684127816,0.6160679799
923,1145,0.6762702986,0.6233101584
924,1146,0.6762702986,0.6233101584
923,1722,0.6987951807,0.6440710699
924,1721,0.6982713463,0.6435882580
923,1881,0.6862231535,0.6324835844
924,1882,0.6841278156,0.6305523368
947,1145,0.6532215820,0.6020664349
947,1722,0.6762702986,0.6233101584
948,1721,0.6584599267,0.6068945539
967,1046,0.7171293871,0.6609694863
967,1045,0.6589837611,0.6073773658
967,1056,0.6935568360,0.6392429509
967,1055,0.7260345731,0.6691772885
967,1084,0.6930330016,0.6387601390
967,1083,0.7260345731,0.6691772885
967,1266,0.6558407543,0.6044804944
967,1265,0.6919853326,0.6377945153
967,1414,0.7443687795,0.6860757049
967,1413,0.6820324777,0.6286210892
967,1478,0.6532215820,0.6020664349
967,1477,0.6830801467,0.6295867130
967,1580,0.7312729178,0.6740054075
967,1579,0.7553693033,0.6962147547
967,1790,0.7056050288,0.6503476246
967,1789,0.6993190152,0.6445538818
967,1792,0.6532215820,0.6020664349
967,1791,0.6993190152,0.6445538818
967,1804,0.7354635935,0.6778679027
967,1858,0.6726034573,0.6199304751
967,1857,0.6647459403,0.6126882966
976,1413,0.6773179675,0.6242757822
976,1752,0.5584075432,0.6176129780
976,1804,0.6746987952,0.6218617227
1004,1146,0.6537454164,0.6025492468
1003,1722,0.6673651126,0.6151023561
1004,1721,0.6757464641,0.6228273465
1016,1146,0.6726034573,0.6199304751
1015,1722,0.6616029335,0.6097914253
1016,1721,0.6946045050,0.6402085747
1025,1145,0.6851754845,0.6315179606
1026,1146,0.6553169199,0.6039976825
1025,1722,0.7077003667,0.6522788722
1026,1721,0.6783656365,0.6252414059
1029,1145,0.6621267679,0.6102742372
1030,1146,0.6521739130,0.6011008111
1029,1722,0.6846516501,0.6310351487
1030,1721,0.6741749607,0.6213789108
1044,1619,0.6673651126,0.6151023561
1046,1392,0.7061288633,0.6508304365
1046,1440,0.6919853326,0.6377945153
1046,1970,0.7087480356,0.6532444959
1051,1145,0.7050811943,0.6498648127
1052,1146,0.6956521739,0.6411741985
1051,1722,0.7276060765,0.6706257242
1052,1721,0.7187008905,0.6624179220
1055,1881,0.7145102148,0.6585554268
1056,1882,0.6830801467,0.6295867130
1055,1969,0.7176532216,0.6614522982
1056,1970,0.6856993190,0.6320007725
1073,1722,0.6600314301,0.6083429896
1074,1721,0.6537454164,0.6025492468
1077,1145,0.6689366160,0.6165507918
1077,1722,0.6914614982,0.6373117034
1078,1721,0.6616029335,0.6097914253
1083,1881,0.7166055526,0.6604866744
1084,1882,0.6846516501,0.6310351487
1083,1969,0.7187008905,0.6624179220
1084,1970,0.6862231535,0.6324835844
1098,1146,0.6741749607,0.6213789108
1097,1722,0.6642221058,0.6122054847
1098,1721,0.6961760084,0.6416570104
1145,1146,0.6610790990,0.6093086134
1145,1265,0.6710319539,0.6184820394
1145,1318,0.6773179675,0.6242757822
1145,1317,0.6595075956,0.6078601777
1145,1414,0.7239392352,0.6672460409
1145,1413,0.6610790990,0.6093086134
1145,1432,0.6553169199,0.6039976825
1145,1431,0.6684127816,0.6160679799
1145,1477,0.6621267679,0.6102742372
1145,1586,0.7323205867,0.6749710313
1145,1585,0.6972236773,0.6426226342
1145,1620,0.5552645364,0.6141367323
1145,1623,0.6961760084,0.6416570104
1145,1679,0.7181770561,0.6619351101
1145,1686,0.6757464641,0.6228273465
1145,1685,0.6574122577,0.6059289301
1145,1695,0.7155578837,0.6595210506
1145,1704,0.6893661603,0.6353804558
1145,1703,0.6893661603,0.6353804558
1145,1712,0.6872708224,0.6334492082
1145,1711,0.6867469880,0.6329663963
1145,1714,0.6736511262,0.6208960989
1145,1713,0.6815086433,0.6281382773
1145,1716,0.6804609743,0.6271726535
1145,1715,0.7176532216,0.6614522982
1145,1718,0.6610790990,0.6093086134
1145,1720,0.7066526977,0.6513132484
1146,1721,0.6836039811,0.6300695249
1145,1760,0.6526977475,0.6015836230
1145,1792,0.6322682032,0.6993047509
1145,1843,0.6794133054,0.6262070297
1145,1858,0.6516500786,0.6006179992
1145,1932,0.6511262441,0.6001351873
1145,1931,0.6904138292,0.6363460796
1145,1971,0.6542692509,0.6030320587
1145,1984,0.6584599267,0.6068945539
1145,1983,0.6616029335,0.6097914253
1145,1990,0.6820324777,0.6286210892
1145,1989,0.7113672080,0.6556585554
1145,1998,0.7585123101,0.6991116261
1145,1997,0.7050811943,0.6498648127
1149,1722,0.6804609743,0.6271726535
1150,1721,0.7558931378,0.6966975666
1161,1722,0.7370350969,0.6793163384
1162,1721,0.7370350969,0.6793163384
1167,1722,0.6883184914,0.6344148320
1168,1721,0.6799371399,0.6266898416
1191,1722,0.7097957046,0.6542101197
1192,1721,0.6542692509,0.6030320587
1193,1722,0.6699842850,0.6175164156
1199,1722,0.6663174437,0.6141367323
1223,1722,0.7270822420,0.6701429123
1224,1721,0.6668412782,0.6146195442
1238,1721,0.7249869041,0.6682116647
1238,1882,0.7134625458,0.6575898030
1243,1722,0.7270822420,0.6701429123
1244,1721,0.6731272918,0.6204132870
1243,1881,0.7150340492,0.6590382387
1244,1882,0.6595075956,0.6078601777
1246,1619,0.6616029335,0.6097914253
1251,1722,0.6699842850,0.6175164156
1252,1721,0.7035096909,0.6484163770
1251,1881,0.6574122577,0.6059289301
1252,1882,0.6946045050,0.6402085747
1265,1969,0.6851754845,0.6315179606
1278,1721,0.9308538502,0.6863653920
1278,1751,0.5762179151,0.6373117034
1278,1882,0.9271870089,0.6836616454
1283,1722,0.7082242012,0.6527616840
1284,1721,0.7359874280,0.6783507146
1283,1881,0.6951283394,0.6406913866
1284,1882,0.7239392352,0.6672460409
1285,1722,0.6851754845,0.6315179606
1286,1721,0.6815086433,0.6281382773
1285,1881,0.6736511262,0.6208960989
1286,1882,0.6684127816,0.6160679799
1293,1722,0.6909376637,0.6368288915
1294,1721,0.7029858565,0.6479335651
1293,1881,0.6794133054,0.6262070297
1294,1882,0.6935568360,0.6392429509
1303,1722,0.6972236773,0.6426226342
1304,1721,0.7077003667,0.6522788722
1303,1881,0.6836039811,0.6300695249
1304,1882,0.6946045050,0.6402085747
1311,1722,0.6930330016,0.6387601390
1312,1721,0.7417496071,0.6836616454
1311,1881,0.6815086433,0.6281382773
1312,1882,0.7323205867,0.6749710313
1317,1722,0.6825563122,0.6291039011
1318,1721,0.6998428497,0.6450366937
1337,1722,0.6773179675,0.6242757822
1338,1721,0.6726034573,0.6199304751
1337,1881,0.6647459403,0.6126882966
1338,1882,0.6616029335,0.6097914253
1379,1722,0.6804609743,0.6271726535
1380,1721,0.6841278156,0.6305523368
1379,1881,0.6705081194,0.6179992275
1380,1882,0.6736511262,0.6208960989
1391,1414,0.7370350969,0.6793163384
1391,1413,0.6731272918,0.6204132870
1391,1432,0.6684127816,0.6160679799
1391,1431,0.6783656365,0.6252414059
1391,1477,0.6715557884,0.6189648513
1391,1580,0.7228915663,0.6662804171
1391,1579,0.7475117863,0.6889725763
1391,1620,0.5615505500,0.6210892236
1391,1623,0.7061288633,0.6508304365
1391,1696,0.6563645888,0.6049633063
1391,1695,0.7276060765,0.6706257242
1391,1790,0.6961760084,0.6416570104
1391,1789,0.6877946569,0.6339320201
1391,1791,0.6883184914,0.6344148320
1391,1804,0.7270822420,0.6701429123
1391,1803,0.7517024620,0.6928350715
1391,1858,0.6626506024,0.6107570491
1391,1857,0.6526977475,0.6015836230
1393,1722,0.6820324777,0.6286210892
1394,1721,0.7234154007,0.6667632290
1393,1881,0.6694604505,0.6170336037
1394,1882,0.7108433735,0.6551757435
1395,1722,0.6647459403,0.6126882966
1396,1721,0.6783656365,0.6252414059
1402,1721,0.7297014144,0.6725569718
1413,1881,0.6726034573,0.6199304751
1414,1882,0.7365112624,0.6788335265
1413,1969,0.6746987952,0.6218617227
1414,1970,0.7380827658,0.6802819621
1415,1722,0.6856993190,0.6320007725
1416,1721,0.7113672080,0.6556585554
1423,1722,0.6841278156,0.6305523368
1423,1881,0.6736511262,0.6208960989
1431,1439,0.6642221058,0.6122054847
1432,1440,0.6568884233,0.6054461182
1431,1969,0.6815086433,0.6281382773
1432,1970,0.6694604505,0.6170336037
1433,1722,0.6537454164,0.6025492468
1434,1721,0.7082242012,0.6527616840
1434,1882,0.6951283394,0.6406913866
1439,1477,0.6563645888,0.6049633063
1439,1580,0.7103195390,0.6546929316
1439,1579,0.7349397590,0.6773850908
1439,1620,0.5458355160,0.6037079954
1439,1623,0.6914614982,0.6373117034
1439,1695,0.7145102148,0.6585554268
1439,1790,0.6820324777,0.6286210892
1439,1789,0.6731272918,0.6204132870
1439,1791,0.6736511262,0.6208960989
1439,1804,0.7139863803,0.6580726149
1439,1803,0.7396542693,0.6817303978
1441,1722,0.6804609743,0.6271726535
1442,1721,0.6673651126,0.6151023561
1463,1722,0.6788894709,0.6257242178
1464,1721,0.6652697748,0.6131711085
1477,1881,0.6710319539,0.6184820394
1477,1969,0.6746987952,0.6218617227
1498,1619,0.5625982190,0.6222479722
1501,1722,0.6998428497,0.6450366937
1502,1721,0.6631744369,0.6112398610
1501,1881,0.6872708224,0.6334492082
1502,1882,0.6511262441,0.6001351873
1527,1722,0.6919853326,0.6377945153
1528,1721,0.6883184914,0.6344148320
1533,1722,0.6893661603,0.6353804558
1535,1722,0.7014143531,0.6464851294
1536,1721,0.6830801467,0.6295867130
1571,1722,0.6862231535,0.6324835844
1572,1721,0.7276060765,0.6706257242
1571,1881,0.6757464641,0.6228273465
1572,1882,0.7166055526,0.6604866744
1579,1881,0.7469879518,0.6884897644
1580,1882,0.7223677318,0.6657976053
1579,1969,0.7485594552,0.6899382001
1580,1970,0.7244630697,0.6677288528
1585,1722,0.7197485595,0.6633835458
1586,1721,0.7543216344,0.6952491309
1619,1658,0.5463593504,0.6042873696
1620,1670,0.4772132006,0.6157782928
1620,1718,0.4766893662,0.6151023561
1619,1722,0.5332634887,0.6881035149
1620,1804,0.4332111053,0.6388567014
1619,1881,0.5201676270,0.6712050985
1620,1970,0.5657412258,0.6257242178
1620,1997,0.4798323730,0.6191579761
1624,1657,0.7176532216,0.6614522982
1624,1721,0.5694080671,0.6297798378
1624,1882,0.5536930330,0.6123986095
1624,1923,0.6773179675,0.6242757822
1623,1969,0.7087480356,0.6532444959
1658,1721,0.8842325825,0.6519891850
1658,1882,0.8795180723,0.6485129394
1667,1722,0.6935568360,0.6392429509
1668,1721,0.6526977475,0.6015836230
1667,1881,0.6815086433,0.6281382773
1670,1721,0.6752226296,0.6223445346
1670,1882,0.6636982713,0.6117226728
1679,1722,0.7407019382,0.6826960216
1685,1722,0.6799371399,0.6266898416
1686,1721,0.6982713463,0.6435882580
1695,1969,0.7291775799,0.6720741599
1696,1970,0.6574122577,0.6059289301
1699,1722,0.6904138292,0.6363460796
1700,1721,0.6982713463,0.6435882580
1699,1881,0.6788894709,0.6257242178
1700,1882,0.6888423258,0.6348976439
1703,1722,0.7108433735,0.6551757435
1704,1721,0.7118910424,0.6561413673
1711,1722,0.7092718701,0.6537273078
1712,1721,0.7097957046,0.6542101197
1713,1722,0.7035096909,0.6484163770
1714,1721,0.6956521739,0.6411741985
1715,1722,0.7396542693,0.6817303978
1716,1721,0.7029858565,0.6479335651
1718,1721,0.6830801467,0.6295867130
1719,1722,0.6694604505,0.6170336037
1720,1721,0.7291775799,0.6720741599
1722,1760,0.6684127816,0.6160679799
1722,1759,0.6752226296,0.6223445346
1722,1858,0.6663174437,0.6141367323
1722,1857,0.6741749607,0.6213789108
1722,1972,0.6767941331,0.6237929703
1722,1971,0.6600314301,0.6083429896
1722,1984,0.6841278156,0.6305523368
1722,1983,0.6809848088,0.6276554654
1722,1990,0.7333682556,0.6759366551
1722,1989,0.7045573599,0.6493820008
1722,1998,0.7276060765,0.6706257242
1791,1881,0.6877946569,0.6339320201
1803,1881,0.7511786276,0.6923522596
1804,1882,0.7265584075,0.6696601004
1807,1881,0.6589837611,0.6073773658
1808,1882,0.6589837611,0.6073773658
1815,1881,0.6699842850,0.6175164156
1816,1882,0.6767941331,0.6237929703
1824,1882,0.6631744369,0.6112398610
1851,1881,0.6788894709,0.6257242178
1852,1882,0.6584599267,0.6068945539
1857,1969,0.6558407543,0.6044804944
1858,1970,0.6647459403,0.6126882966
1871,1881,0.7244630697,0.6677288528
1872,1882,0.6642221058,0.6122054847
1881,1893,0.6532215820,0.6020664349
1881,1899,0.6788894709,0.6257242178
1881,1910,0.6914614982,0.6373117034
1881,1909,0.6757464641,0.6228273465
1881,1924,0.8638030382,0.6369254538
1881,1932,0.6616029335,0.6097914253
1881,1931,0.7014143531,0.6464851294
1881,1950,0.7166055526,0.6604866744
1881,1949,0.7113672080,0.6556585554
1881,1971,0.6663174437,0.6141367323
1881,1984,0.6705081194,0.6179992275
1881,1983,0.6736511262,0.6208960989
1881,1990,0.6935568360,0.6392429509
1881,1989,0.7234154007,0.6667632290
1881,1997,0.7166055526,0.6604866744
